Número,Nome,Estrelas,Idade (anos),PRs Aprovados,Releases,Dias sem Update,Linguagem Primária,Razão de Issues Fechadas
383,vlang/v,32692,4.07,8268,142,0,V,0.88
384,GokuMohandas/Made-With-ML,32670,4.33,140,0,0,Jupyter Notebook,1.0
385,iina/iina,32667,6.21,467,40,0,Swift,0.56
386,LeCoupa/awesome-cheatsheets,32662,5.32,157,0,0,JavaScript,0.64
387,jondot/awesome-react-native,32568,7.95,912,0,0,JavaScript,0.53
388,istio/istio,32539,6.3,20707,287,0,Go,0.97
389,immutable-js/immutable-js,32497,8.68,459,66,0,TypeScript,0.92
390,AppFlowy-IO/AppFlowy,32473,1.72,964,25,0,Dart,0.5
391,NervJS/taro,32426,4.91,2513,142,0,TypeScript,0.9
392,satwikkansal/wtfpython,32410,5.52,94,2,0,Python,0.67
393,SheetJS/sheetjs,32362,10.26,106,0,0,JavaScript,0.95
394,unknwon/the-way-to-go_ZH_CN,32242,9.95,592,0,0,Go,0
395,formulahendry/955.WLB,32189,3.95,18,0,0,Unkutcnown,0.3
396,google/material-design-lite,32152,8.14,655,14,0,HTML,0.83
397,firstcontributions/first-contributions,32104,6.46,53798,0,0,Unkutcnown,0.95
398,geekxh/hello-algorithm,32089,2.77,25,0,0,Java,0.84
399,google/leveldb,32030,8.53,58,21,0,C++,0.74
400,jaredpalmer/formik,32014,5.73,746,170,0,TypeScript,0.7
401,xitu/gold-miner,32001,7.34,3525,0,0,Unkutcnown,1.0
402,carbon-app/carbon,31993,5.72,643,215,0,JavaScript,0.95
403,Blankj/AndroidUtilCode,31924,6.6,87,117,0,Java,0.84
404,alibaba/arthas,31875,4.52,434,47,0,Java,0.86
405,gto76/python-cheatsheet,31806,5.11,13,0,0,Python,0.88
406,XX-net/XX-Net,31731,8.14,360,359,0,Python,0.4
407,go-gorm/gorm,31648,9.36,603,2,0,Go,0.96
408,metabase/metabase,31631,8.09,13980,330,0,Clojure,0.8
409,koalaman/shellcheck,31599,10.3,257,28,0,Haskell,0.64
410,cli/cli,31596,3.43,1659,101,0,Go,0.88
411,psf/black,31560,4.98,1103,26,0,Python,0.84
412,chakra-ui/chakra-ui,31498,3.55,2115,1000,0,TypeScript,0.96
413,QSCTech/zju-icicles,31351,6.69,182,0,0,HTML,0.85
414,bilibili/ijkplayer,31190,9.76,35,0,0,C,0.48
415,Trinea/android-open-project,31184,9.17,202,0,0,Unkutcnown,0.87
416,shadowsocks/ShadowsocksX-NG,31103,6.74,61,27,0,Swift,0.79
417,dotnet/aspnetcore,31093,8.99,12809,174,0,C#,0.91
418,date-fns/date-fns,31078,8.42,1023,105,0,TypeScript,0.74
419,blueimp/jQuery-File-Upload,31052,12.26,119,0,0,PHP,0.99
420,type-challenges/type-challenges,31009,2.62,461,0,0,TypeScript,0.09
421,spf13/cobra,30968,9.51,525,19,0,Go,0.88
422,freeCodeCamp/devdocs,30955,9.37,531,0,0,Ruby,0.88
423,testerSunshine/12306,30933,5.8,31,1,0,Python,0.68
424,pyenv/pyenv,30910,10.51,757,70,0,Roff,0.99
425,dbeaver/dbeaver,30860,7.38,3276,171,0,Java,0.88
426,netty/netty,30790,12.32,3052,0,0,Java,0.92
427,zxing/zxing,30743,11.4,209,29,0,Java,0.99
428,junegunn/vim-plug,30688,9.49,165,5,0,Vim Script,0.89
429,typeorm/typeorm,30680,7.02,1795,24,0,TypeScript,0.75
430,acmesh-official/acme.sh,30570,7.2,1211,39,0,Shell,0.69
431,louislam/uptime-kuma,30505,1.68,686,78,0,JavaScript,0.61
432,denysdovhan/wtfjs,30374,5.65,124,25,0,JavaScript,0.91
433,mitmproxy/mitmproxy,30292,13.05,2030,48,0,Python,0.92
434,sorrycc/awesome-javascript,30277,8.68,362,0,0,Unkutcnown,0.98
435,openai/gym,30269,6.86,999,19,0,Python,0.98
436,fxsjy/jieba,30066,10.43,96,9,0,Python,0.26
437,ruanyf/weekly,29981,4.4,60,0,0,Unkutcnown,0.2
438,bayandin/awesome-awesomeness,29911,8.66,197,0,0,Ruby,0.82
439,carbon-language/carbon-lang,29866,2.86,1592,0,0,C++,0.72
440,vim/vim,29725,7.55,3,0,0,Vim Script,0.82
441,certbot/certbot,29696,8.31,3610,41,0,Python,0.9
442,appwrite/appwrite,29672,3.91,1819,55,0,TypeScript,0.77
443,rapid7/metasploit-framework,29646,11.52,9793,0,0,Ruby,0.91
444,naptha/tesseract.js,29617,7.7,111,38,0,JavaScript,0.96
445,prisma/prisma,29615,3.71,3729,152,0,TypeScript,0.67
446,vuejs/vue-cli,29581,7.2,1258,177,0,JavaScript,0.84
447,joshbuchea/HEAD,29581,6.88,86,0,0,Unkutcnown,0.8
448,aria2/aria2,29518,12.27,206,23,0,C++,0.45
449,beego/beego,29484,11.02,1164,20,0,Go,1.0
450,atlassian/react-beautiful-dnd,29425,5.57,524,68,0,JavaScript,0.67
451,foundation/foundation-sites,29425,11.4,2950,76,0,HTML,1.0
452,apache/airflow,29390,7.9,14959,60,0,Python,0.9
453,hasura/graphql-engine,29353,4.72,2109,182,0,TypeScript,0.65
454,DovAmir/awesome-design-patterns,29295,4.76,29,0,0,Unkutcnown,0.44
455,CSSEGISandData/COVID-19,29294,3.09,2146,0,0,Unkutcnown,0.55
456,bannedbook/fanqiang,29266,8.14,3,2,0,Kotlin,0.59
457,sickcodes/Docker-OSX,29248,2.75,97,0,0,Shell,0.49
458,halfrost/LeetCode-Go,29244,5.63,170,4,0,Go,0.8
459,ariya/phantomjs,29202,12.19,562,0,0,C++,1.0
460,markedjs/marked,29199,11.62,978,89,0,JavaScript,0.97
461,google/googletest,29167,7.61,750,6,0,C++,0.89
462,mqyqingfeng/Blog,29151,5.98,3,0,0,Unkutcnown,0.31
463,lukehoban/es6features,29122,9.01,41,0,0,Unkutcnown,0.63
464,freefq/free,29084,2.75,0,0,0,Unkutcnown,0.32
465,laravel/framework,29077,10.15,13552,604,0,PHP,1.0
466,react-boilerplate/react-boilerplate,29021,8.05,715,16,0,JavaScript,0.96
467,Z4nzu/hackingtool,29007,2.9,37,0,0,Python,0.97
468,typicode/husky,28921,8.7,192,60,0,JavaScript,0.98
469,xkcoding/spring-boot-demo,28888,5.32,15,0,0,Java,0.47
470,alibaba/p3c,28855,5.7,62,0,0,Kotlin,0.84
471,mathiasbynens/dotfiles,28817,11.5,44,0,0,Shell,0.64
472,docker/compose,28790,9.24,2575,191,0,Go,0.97
473,n8n-io/n8n,28696,3.71,3295,8,0,TypeScript,0.88
474,curl/curl,28677,12.97,158,65,0,C,0.99
475,ityouknow/spring-boot-examples,28623,6.33,7,0,0,Java,0.95
476,PaddlePaddle/PaddleOCR,28623,2.83,2077,6,0,Python,0.82
477,amix/vimrc,28581,10.77,99,0,0,Vim Script,0.99
478,elsewhencode/project-guidelines,28566,5.68,113,0,0,JavaScript,0.74
479,ReactiveX/rxjs,28529,7.98,2502,0,0,TypeScript,0.93
480,lib-pku/libpku,28461,4.29,22,0,0,TeX,0.76
481,odoo/odoo,28342,8.82,6163,0,0,JavaScript,0.82
482,ziadoz/awesome-php,28307,9.28,386,0,0,Unkutcnown,0.99
483,square/leakcanary,28263,7.85,842,31,0,Kotlin,0.95
484,hankcs/HanLP,28245,8.41,73,57,0,Python,0.99
485,IanLunn/Hover,28210,9.17,23,10,0,SCSS,0.8
486,airbnb/lottie-web,28161,8.04,119,0,0,JavaScript,0.77
487,shengxinjing/programmer-job-blacklist,28160,6.7,16,0,0,Shell,0.55
488,pmndrs/zustand,28145,3.91,446,67,0,TypeScript,0.98
489,jgm/pandoc,28139,12.96,1417,116,0,Haskell,0.87
490,tastejs/todomvc,28134,11.76,719,5,0,JavaScript,0.82
491,aosabook/500lines,28132,9.34,175,0,0,JavaScript,0.57
492,symfony/symfony,28084,13.17,19702,422,0,PHP,0.97
493,mingrammer/diagrams,28077,3.09,237,39,0,Python,0.42
494,codepath/android_guides,28054,9.71,10,0,0,Unkutcnown,0.58
495,withastro/astro,28017,1.98,3416,1000,0,TypeScript,0.96
496,Light-City/CPlusPlusThings,27998,3.65,56,0,0,C++,0.99
497,jashkenas/backbone,27995,12.43,859,0,0,JavaScript,0.98
498,standard/standard,27981,8.11,402,4,0,JavaScript,0.93
499,vuejs/vuex,27966,7.64,654,51,0,JavaScript,0.93
500,tmux/tmux,27945,7.76,1,34,0,C,0.99
501,sudheerj/reactjs-interview-questions,27934,4.77,116,0,0,JavaScript,0.95
502,0xAX/linux-insides,27880,8.17,571,0,0,Python,0.86
503,kenwheeler/slick,27877,8.95,236,48,0,JavaScript,0.67
504,huihut/interview,27858,5.07,33,0,0,C++,0.77
505,caolan/async,27832,12.76,478,7,0,JavaScript,0.99
506,goabstract/Awesome-Design-Tools,27827,4.06,283,0,0,JavaScript,0.78
507,niklasvh/html2canvas,27823,11.64,186,45,0,TypeScript,0.67
508,apolloconfig/apollo,27808,7.01,1299,38,0,Java,0.96
509,PKUanonym/REKCARC-TSC-UHT,27766,3.92,116,0,0,HTML,0.96
510,google-research/google-research,27740,4.42,29,0,0,Jupyter Notebook,0.29
511,webtorrent/webtorrent,27595,9.39,658,103,0,JavaScript,0.95
512,sequelize/sequelize,27582,12.62,3817,442,0,JavaScript,0.92
513,kodecocodes/swift-algorithm-club,27474,7.11,608,0,0,Swift,0.86
514,ccxt/ccxt,27451,5.81,7445,0,0,JavaScript,0.92
515,composer/composer,27431,11.75,2616,177,0,PHP,0.98
516,ClickHouse/ClickHouse,27386,6.76,26937,439,0,C++,0.82
517,postcss/postcss,27266,9.45,698,233,0,TypeScript,0.98
518,geekcomputers/Python,27218,11.27,1193,0,0,Python,0.35
519,Binaryify/NeteaseCloudMusicApi,27190,6.7,260,170,0,JavaScript,0.92
520,herrbischoff/awesome-macos-command-line,27164,7.46,104,0,0,Unkutcnown,0
521,Homebrew/legacy-homebrew,27162,13.8,222,0,0,Unkutcnown,1.0
522,fengdu78/Coursera-ML-AndrewNg-Notes,27116,5.34,13,0,0,HTML,0.23
523,hashicorp/vault,27103,8.03,11966,84,0,Go,0.84
524,TencentARC/GFPGAN,27056,1.97,14,8,0,Python,0.35
525,donnemartin/interactive-coding-challenges,27008,7.86,176,0,0,Python,0.48
526,massgravel/Microsoft-Activation-Scripts,26967,3.15,0,6,0,Batchfile,0.99
527,Kong/insomnia,26965,6.87,1894,312,0,JavaScript,0.85
528,alibaba/easyexcel,26952,5.08,137,5,0,Java,0.93
529,crossoverJie/JCSprout,26947,5.22,69,0,0,Java,0.66
530,trailofbits/algo,26941,6.81,505,2,0,Jinja,0.92
531,babysor/MockingBird,26922,1.58,64,1,0,Python,0.5
532,VincentGarreau/particles.js,26899,8.5,21,6,0,JavaScript,0.26
533,jashkenas/underscore,26891,13.36,741,0,0,JavaScript,0.98
534,layui/layui,26888,7.46,172,73,0,JavaScript,1.0
535,openai/whisper,26870,0.47,56,3,0,Jupyter Notebook,0
536,pcottle/learnGitBranching,26856,10.56,518,0,0,JavaScript,0.96
537,alebcay/awesome-shell,26790,8.67,298,0,0,Unkutcnown,0.39
538,microsoft/calculator,26779,4.1,786,0,0,C++,0.7
539,cockroachdb/cockroach,26714,9.08,43038,0,0,Go,0.89
540,fzaninotto/Faker,26702,11.39,824,12,0,PHP,0.87
541,Tencent/weui,26694,8.22,189,39,0,HTML,0.93
542,httpie/httpie,26687,11.03,381,44,0,Python,0.84
543,Advanced-Frontend/Daily-Interview-Question,26664,4.13,15,0,0,JavaScript,0.54
544,yewstack/yew,26655,5.22,1496,33,0,Rust,0.92
545,PKUFlyingPig/cs-self-learning,26648,1.38,170,2,0,HTML,0.55
546,sharkdp/fd,26633,5.83,430,35,0,Rust,0.91
547,ZuzooVn/machine-learning-for-software-engineers,26631,6.41,58,0,0,Unkutcnown,0.36
548,fastify/fastify,26627,6.44,2260,251,0,JavaScript,0.97
549,alibaba/druid,26610,11.34,1004,48,0,Java,0.37
550,bradtraversy/50projects50days,26601,2.3,39,0,0,CSS,0
551,houshanren/hangzhou_house_knowledge,26598,5.03,6,0,0,CSS,0
552,ianstormtaylor/slate,26562,6.72,1699,128,0,TypeScript,0.82
553,harness/drone,26542,9.08,975,25,0,Go,0.97
554,transloadit/uppy,26531,7.3,2145,52,0,JavaScript,0.95
555,danielgindi/Charts,26512,7.96,402,36,0,Swift,0.8
556,swc-project/swc,26469,5.2,3674,237,0,Rust,0.87
557,files-community/Files,26459,4.17,3479,83,0,C#,0.95
558,SortableJS/Sortable,26453,9.21,242,24,0,JavaScript,0.76
559,coreybutler/nvm-windows,26440,8.46,73,18,0,Go,0.9
560,solidjs/solid,26301,4.87,288,32,0,TypeScript,0.97
561,sqlmapproject/sqlmap,26296,10.69,147,8,0,Python,0.99
562,mobxjs/mobx,26250,7.98,1037,84,0,TypeScript,0.99
563,CMU-Perceptual-Computing-Lab/openpose,26237,5.87,164,15,0,C++,0.89
564,halo-dev/halo,26205,4.96,995,109,0,Java,0.87
565,byoungd/English-level-up-tips,26197,5.77,23,0,0,Unkutcnown,0.77
566,WerWolv/ImHex,26182,2.32,250,54,0,C++,0.83
567,GoogleChrome/lighthouse,26148,7.0,4686,96,0,JavaScript,0.94
568,hashicorp/consul,26147,9.34,9589,131,0,Go,0.8
569,nvie/gitflow,26132,13.13,36,0,0,Shell,0.35
570,parallax/jsPDF,26095,13.25,699,32,0,JavaScript,0.94
571,cheeriojs/cheerio,26031,11.41,1509,57,0,TypeScript,0.99
572,kubernetes/minikube,26016,6.89,6294,138,0,Go,0.9
573,ibraheemdev/modern-unix,26001,2.15,10,0,0,Unkutcnown,0.17
574,realpython/python-guide,25981,11.98,680,0,0,Batchfile,0.65
575,angular/angular-cli,25981,7.76,8243,576,0,TypeScript,0.99
576,SeleniumHQ/selenium,25972,10.14,1251,80,0,Java,0.98
577,OAI/OpenAPI-Specification,25962,9.01,749,10,0,JavaScript,0.74
578,rethinkdb/rethinkdb,25961,10.35,446,71,0,C++,0.79
579,geekcompany/ResumeSample,25924,8.49,2,0,0,Unkutcnown,0
580,jobbole/awesome-python-cn,25920,7.34,51,0,0,Makefile,0.63
581,vercel/swr,25919,3.36,655,93,0,TypeScript,0.89
582,zhongyang219/TrafficMonitor,25859,5.6,36,24,0,C++,0.42
583,JedWatson/react-select,25842,8.53,1023,46,0,TypeScript,0.94
584,yunjey/pytorch-tutorial,25831,5.99,28,0,0,Python,0.64
585,jesseduffield/lazydocker,25819,3.8,146,35,0,Go,0.65
586,YMFE/yapi,25775,6.77,141,1,0,JavaScript,0.38
587,qiurunze123/miaosha,25755,4.48,20,0,0,Java,0.99
588,codemirror/codemirror5,25732,12.14,583,167,0,JavaScript,0.91
589,nagadomi/waifu2x,25726,7.81,68,3,0,Lua,0.59
590,JakeWharton/butterknife,25655,10.0,346,0,0,Java,0.92
591,slidevjs/slidev,25645,1.87,214,221,0,TypeScript,0.92
592,lenve/vhr,25642,5.17,1,0,0,Java,0.38
593,github/fetch,25633,8.4,146,38,0,JavaScript,0.93
594,request/request,25613,12.12,650,0,0,JavaScript,0.97
595,TheAlgorithms/JavaScript,25606,5.65,681,0,0,JavaScript,0.98
596,alibaba/nacos,25601,4.73,2269,52,0,Java,0.97
597,dromara/hutool,25572,8.9,347,128,0,Java,1.0
598,facebookresearch/Detectron,25567,5.42,0,0,0,Python,0.67
599,select2/select2,25535,11.01,706,29,0,JavaScript,0.99
600,explosion/spaCy,25431,8.68,3238,110,0,Python,0.99
601,Modernizr/Modernizr,25428,13.45,798,25,0,JavaScript,0.89
602,ajaxorg/ace,25425,12.36,1549,33,0,JavaScript,0.96
603,Automattic/mongoose,25396,12.92,2283,80,0,JavaScript,0.97
604,CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,25378,10.14,243,0,0,Jupyter Notebook,0.37
605,zsh-users/zsh-autosuggestions,25377,9.36,104,0,0,Shell,0.8
606,GitbookIO/gitbook,25367,8.93,214,0,0,JavaScript,0
607,appsmithorg/appsmith,25342,2.68,7018,152,0,TypeScript,0.75
608,The-Run-Philosophy-Organization/run,25332,0.91,167,0,0,Unkutcnown,0.92
609,digitalocean/nginxconfig.io,25329,5.17,161,0,0,JavaScript,0.81
610,alibaba/fastjson,25191,11.34,418,84,0,Java,0.48
611,alibaba/canal,25159,10.14,411,26,0,Java,0.78
612,wuyouzhuguli/SpringAll,25130,4.85,1,0,0,Java,0.64
613,pmndrs/react-spring,25129,5.0,362,46,0,TypeScript,0.93
614,labstack/echo,25125,8.02,509,98,0,Go,0.96
615,coolsnowwolf/lede,25123,5.5,1731,4,0,C,0.93
616,rstacruz/nprogress,25112,9.54,34,7,0,JavaScript,0.34
617,proxyee-down-org/proxyee-down,25112,5.36,16,49,1,Java,0
618,encode/django-rest-framework,25099,12.01,2817,17,0,Python,0.98
619,jamiebuilds/the-super-tiny-compiler,25044,6.99,20,0,0,JavaScript,0
620,balena-io/etcher,25041,7.36,1689,252,0,TypeScript,0.8
621,influxdata/influxdb,25023,9.44,9495,76,0,Go,0.87
622,gofiber/fiber,25009,3.14,1127,103,0,Go,0.97
623,remy/nodemon,25003,12.42,296,87,0,JavaScript,1.0
624,hashicorp/vagrant,24991,13.12,2608,5,0,Ruby,0.93
625,photoprism/photoprism,24990,5.11,448,52,0,Go,0.79
626,viraptor/reverse-interview,24986,3.49,67,0,0,Unkutcnown,0.71
627,ageron/handson-ml,24975,7.05,56,0,0,Jupyter Notebook,0.79
628,mattermost/mattermost-server,24939,7.73,12975,339,0,Go,0.92
629,alibaba/spring-cloud-alibaba,24925,5.26,822,32,0,Java,0.81
630,ehang-io/nps,24893,4.34,74,59,0,Go,0.63
631,lyswhut/lx-music-desktop,24889,3.56,7,97,0,TypeScript,0.82
632,facebook/folly,24808,10.76,4,128,0,C++,0.69
633,portainer/portainer,24780,6.8,3173,102,0,Go,0.81
634,lukasz-madon/awesome-remote-job,24778,8.18,531,0,0,Unkutcnown,0.87
635,donnemartin/data-science-ipython-notebooks,24757,8.12,31,0,0,Python,0.63
636,immerjs/immer,24750,5.19,335,100,0,JavaScript,0.95
637,nylas/nylas-mail,24729,8.39,139,53,0,JavaScript,0.71
638,bvaughn/react-virtualized,24716,7.34,453,4,0,JavaScript,0.62
639,lovell/sharp,24668,9.55,249,55,0,JavaScript,0.96
640,ggreer/the_silver_searcher,24666,11.3,399,0,0,C,0.5
641,facebook/rocksdb,24661,10.26,591,170,0,C++,0.81
642,go-kit/kit,24660,8.09,476,12,0,Go,0.94
643,floating-ui/floating-ui,24658,6.94,752,297,0,TypeScript,0.99
644,AllThingsSmitty/css-protips,24629,7.52,54,0,0,Unkutcnown,0.91
645,ycm-core/YouCompleteMe,24626,10.89,738,0,0,Python,1.0
646,dwmkerr/hacker-laws,24621,5.11,168,1,0,Shell,0.34
647,cfenollosa/os-tutorial,24616,8.44,11,0,0,C,0.6
648,qishibo/AnotherRedisDesktopManager,24605,4.16,129,43,0,JavaScript,0.81
649,veggiemonk/awesome-docker,24577,8.46,848,1,0,Unkutcnown,1.0
650,cmderdev/cmder,24545,9.66,393,32,0,C++,0.99
651,SDWebImage/SDWebImage,24506,13.46,864,124,0,Objective-C,0.98
652,ray-project/ray,24452,6.36,16033,63,0,Python,0.8
653,hollischuang/toBeTopJavaer,24421,4.36,52,0,0,Java,0.57
654,stedolan/jq,24413,10.63,225,9,0,C,0.66
655,powerline/fonts,24391,10.21,72,1,0,Shell,0.39
656,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,24350,7.94,94,0,0,JavaScript,0.72
657,apache/kafka,24334,11.56,6316,0,0,Java,0
658,mbeaudru/modern-js-cheatsheet,24334,5.46,82,0,0,Unkutcnown,0.83
659,dokku/dokku,24323,9.74,2649,237,0,Shell,0.98
660,tj/commander.js,24319,11.56,606,72,0,JavaScript,0.99
661,terryum/awesome-deep-learning-papers,24309,6.76,39,0,0,TeX,0.42
662,akveo/ngx-admin,24307,6.78,339,18,0,TypeScript,0.77
663,facebookresearch/fastText,24279,6.64,12,4,0,HTML,0.58
664,greenrobot/EventBus,24273,10.64,31,7,1,Java,0.82
665,ageron/handson-ml2,24272,4.16,64,0,0,Jupyter Notebook,0.61
666,yuzu-emu/yuzu,24231,5.17,5373,0,0,C++,0.7
667,fabricjs/fabric.js,24188,12.74,1856,120,0,JavaScript,0.95
668,tqdm/tqdm,24171,7.76,271,120,0,Python,0.63
669,AMAI-GmbH/AI-Expert-Roadmap,24170,2.37,13,0,0,JavaScript,0.79
670,scwang90/SmartRefreshLayout,24094,5.76,6,10,0,Java,0.82
671,lapce/lapce,24083,5.08,723,24,0,Rust,0.57
672,remoteintech/remote-jobs,24082,7.4,1096,0,0,JavaScript,0.92
673,google/python-fire,24081,6.04,70,9,0,Python,0.61
674,python-poetry/poetry,24065,5.02,1540,121,0,Python,0.88
675,SerenityOS/serenity,24032,4.26,12763,0,0,C++,0.83
676,sindresorhus/awesome-electron,24031,7.87,260,0,0,Unkutcnown,1.0
677,iview/iview,24014,6.61,526,85,0,Vue,0.8
678,johnpapa/angular-styleguide,24013,8.61,331,0,1,Unkutcnown,0.85
679,huggingface/pytorch-image-models,23932,4.09,219,41,0,Python,0.9
680,pjreddie/darknet,23883,8.9,10,0,0,C,0.23
681,helm/helm,23876,7.42,3370,170,0,Go,0.96
682,dmlc/xgboost,23838,9.08,3452,49,0,C++,0.93
683,airbnb/lottie-ios,23790,6.41,570,57,0,Swift,0.98
684,facebookresearch/detectron2,23778,3.5,0,10,0,Python,0.92
685,xuxueli/xxl-job,23712,7.27,97,31,0,Java,0.64
686,GorvGoyl/Clone-Wars,23710,2.26,95,0,0,Unkutcnown,0.86
687,pypa/pipenv,23663,6.12,1317,65,0,Python,0.95
688,kataras/iris,23661,7.1,296,27,0,Go,0.91
689,kilimchoi/engineering-blogs,23555,7.73,680,0,0,Ruby,0.87
690,eugeneyan/applied-ml,23532,2.67,201,0,0,Unkutcnown,0.82
691,DIYgod/RSSHub,23529,4.93,6211,0,0,JavaScript,0.94
692,TheAlgorithms/C-Plus-Plus,23504,6.64,549,0,0,C++,0.9
693,swagger-api/swagger-ui,23504,11.64,2313,255,0,JavaScript,0.83
694,fastai/fastai,23496,5.49,1641,48,0,Jupyter Notebook,0.92
695,ShareX/ShareX,23462,9.41,715,76,0,C#,0.91
696,nushell/nushell,23442,3.82,4205,68,0,Rust,0.8
697,VundleVim/Vundle.vim,23435,12.39,86,0,0,Vim Script,0.77
698,hammerjs/hammer.js,23433,11.01,114,0,0,JavaScript,0.74
699,dani-garcia/vaultwarden,23432,5.05,611,46,0,Rust,1.0
700,CymChad/BaseRecyclerViewAdapterHelper,23429,6.9,191,196,0,Java,0.85
701,seata/seata,23410,4.19,1688,35,0,Java,0.8
702,vuejs/devtools,23391,8.44,259,84,0,TypeScript,0.72
703,emscripten-core/emscripten,23389,12.06,8904,0,0,C,0.84
704,react-native-elements/react-native-elements,23383,6.49,1181,84,0,TypeScript,0.98
705,signalapp/Signal-Android,23380,11.23,238,0,0,Java,0.98
706,angular/components,23358,7.17,10624,355,0,TypeScript,0.87
707,mongodb/mongo,23349,14.14,123,0,0,C++,0
708,sampotts/plyr,23329,8.06,382,83,0,JavaScript,0.6
709,beurtschipper/Depix,23282,2.25,14,0,0,Python,0
710,nsqio/nsq,23273,10.82,659,30,0,Go,0.92
711,alibaba/flutter-go,23261,4.16,158,4,0,Dart,0
712,Ebazhanov/linkedin-skill-assessments-quizzes,23234,3.65,4417,1,0,Python,0.93
713,wesbos/JavaScript30,23233,6.25,149,0,0,HTML,0
714,Netflix/Hystrix,23231,10.29,672,79,0,Java,0.67
715,open-mmlab/mmdetection,23225,4.54,2122,49,0,Python,0.92
716,alpinejs/alpine,23215,3.27,514,113,0,HTML,1.0
717,littlecodersh/ItChat,23204,7.13,29,13,0,Python,0.71
718,yichengchen/clashX,23198,4.73,34,30,0,Swift,0
719,jaywcjlove/linux-command,23196,6.31,262,24,0,Markdown,0.61
720,feathericons/feather,23193,8.77,98,51,0,JavaScript,0.38
721,ReactiveX/RxSwift,23192,7.92,752,71,0,Swift,0.99
722,Pierian-Data/Complete-Python-3-Bootcamp,23177,5.06,12,0,0,Jupyter Notebook,0.68
723,haizlin/fe-interview,23165,3.89,8,2,0,JavaScript,0.0
724,gitlabhq/gitlabhq,23159,11.43,2227,0,0,Ruby,0
725,doczjs/docz,23129,4.97,365,127,0,TypeScript,0.91
726,OWASP/CheatSheetSeries,23118,4.21,669,0,0,Python,0.92
727,mdbootstrap/mdb-ui-kit,23117,8.55,193,27,0,SCSS,0.99
728,streamlit/streamlit,23105,3.53,2576,54,0,Python,0.81
729,rollup/rollup,23084,7.81,1613,379,0,JavaScript,0.86
730,zeromicro/go-zero,23082,2.58,1372,83,0,Go,0.83
731,matteocrippa/awesome-swift,23041,8.66,1412,0,0,Ruby,0.99
732,heartcombo/devise,23038,13.47,753,17,0,Ruby,0.97
733,CodeHubApp/CodeHub,23029,9.62,13,4,0,C#,0.63
734,ascoders/weekly,22997,5.96,127,173,0,JavaScript,1.0
735,TeamNewPipe/NewPipe,22981,7.51,1398,124,0,Java,0.85
736,statelyai/xstate,22980,7.48,1276,202,0,TypeScript,0.89
737,quasarframework/quasar,22974,7.42,3382,749,0,JavaScript,0.95
738,StreisandEffect/streisand,22942,8.96,527,0,0,Shell,0.81
739,docsifyjs/docsify,22910,6.29,532,13,0,JavaScript,0.83
740,qianguyihao/Web,22909,6.17,0,0,0,Unkutcnown,0.76
741,michalsnik/aos,22909,7.66,38,0,0,JavaScript,0.54
742,charlax/professional-programming,22908,7.33,29,0,0,Python,1.0
743,vercel/pkg,22896,6.58,164,40,0,JavaScript,0.97
744,pure-css/pure,22895,9.87,324,27,0,JavaScript,1.0
745,numpy/numpy,22870,12.48,9673,97,0,Python,0.83
746,syl20bnr/spacemacs,22841,10.22,1628,158,0,Emacs Lisp,0.96
747,dnSpy/dnSpy,22817,7.68,53,1,0,C#,0
748,kahun/awesome-sysadmin,22791,9.07,183,0,0,Unkutcnown,0.27
749,ramda/ramda,22787,9.71,1277,26,0,JavaScript,0.92
750,mbadolato/iTerm2-Color-Schemes,22769,11.93,271,0,0,Shell,0.84
751,matterport/Mask_RCNN,22759,5.38,65,3,0,Python,0.31
752,zhiwehu/Python-programming-exercises,22741,10.73,0,0,0,Unkutcnown,0.15
753,datasciencemasters/go,22741,9.56,44,0,0,Unkutcnown,0.45
754,getredash/redash,22733,9.36,2669,98,0,Python,0.77
755,openfaas/faas,22730,6.2,671,163,0,Go,0.97
756,rome/tools,22706,3.04,2568,75,0,Rust,0.9
757,Wox-launcher/Wox,22697,9.21,288,38,0,C#,0.71
758,servo/servo,22690,11.07,14401,0,0,Unkutcnown,0.71
759,coder2gwy/coder2gwy,22689,2.18,2,0,0,Unkutcnown,0.18
760,dotnet-architecture/eShopOnContainers,22662,6.42,514,11,0,C#,0.98
761,reduxjs/react-redux,22647,7.66,492,114,0,TypeScript,0.99
762,inconshreveable/ngrok,22646,9.96,34,0,0,Go,0.75
763,dimsemenov/PhotoSwipe,22636,11.92,73,16,0,JavaScript,0.66
764,android/architecture-components-samples,22632,5.83,215,0,0,Kotlin,0.79
765,vapor/vapor,22568,7.13,1105,474,0,Swift,0.94
766,remix-run/remix,22552,2.36,1728,106,0,TypeScript,0.84
767,StevenBlack/hosts,22502,10.9,421,514,0,Python,0.98
768,trpc/trpc,22479,2.63,2304,140,0,TypeScript,0.9
769,k3s-io/k3s,22452,4.77,2300,508,0,Go,0.95
770,MostlyAdequate/mostly-adequate-guide,22433,7.84,270,1,0,JavaScript,0.74
771,emberjs/ember.js,22428,11.78,7934,480,0,JavaScript,0.94
772,neoclide/coc.nvim,22412,4.85,679,82,0,TypeScript,0.99
773,redux-saga/redux-saga,22412,7.27,666,68,0,JavaScript,0.99
