Número,Nome,Estrelas,Idade (anos),PRs Aprovados,Releases,Dias sem Update,Linguagem Primária,Razão de Issues Fechadas
176,google/guava,46868,8.76,368,35,0,Java,0.81
177,jgthms/bulma,46845,7.1,601,17,0,CSS,0.93
178,ReactiveX/RxJava,46843,10.14,3121,231,0,Java,1.0
179,soimort/you-get,46757,10.53,570,118,0,Python,0
180,Fndroid/clash_for_windows_pkg,46395,4.37,7,191,0,Unkutcnown,0.95
181,scrapy/scrapy,46323,13.02,1926,31,0,Python,0.82
182,supabase/supabase,46297,3.38,4219,24,0,TypeScript,0.92
183,jekyll/jekyll,46148,14.36,3073,107,0,Ruby,0.98
184,localstack/localstack,46063,6.35,3120,60,0,Python,0.93
185,caddyserver/caddy,46060,8.13,1548,103,0,Go,0.98
186,obsproject/obs-studio,45991,9.41,3449,175,0,C,0.86
187,ventoy/Ventoy,45909,2.97,230,86,0,C,0.78
188,prakhar1989/awesome-courses,45836,8.29,194,0,0,Unkutcnown,0.57
189,ocornut/imgui,45686,8.61,298,83,0,C++,0.85
190,swisskyrepo/PayloadsAllTheThings,45603,6.37,455,2,0,Python,0
191,wasabeef/awesome-android-ui,45599,8.18,90,0,0,Unkutcnown,0.9
192,Solido/awesome-flutter,45588,5.82,419,0,0,Dart,0
193,NARKOZ/hacker-scripts,45470,7.27,63,0,0,JavaScript,0.52
194,git/git,45409,14.6,3,0,0,C,0
195,alacritty/alacritty,45123,7.03,1528,76,0,Rust,0.94
196,danielmiessler/SecLists,45123,11.03,470,18,0,PHP,0.87
197,microsoft/ML-For-Beginners,45035,1.99,338,0,0,Jupyter Notebook,0
198,prettier/prettier,44973,6.25,6987,95,0,JavaScript,0.84
199,minimaxir/big-list-of-naughty-strings,44607,7.56,90,0,0,Python,0.33
200,juliangarnier/anime,44557,6.97,72,14,0,JavaScript,0.73
201,serverless/serverless,44305,7.86,4369,356,0,JavaScript,0.84
202,fffaraz/awesome-cpp,44109,8.62,533,0,0,Unkutcnown,0.33
203,JetBrains/kotlin,44042,11.04,2039,199,0,Kotlin,0
204,nuxt/nuxt,43950,6.34,2591,174,0,TypeScript,0.93
205,CompVis/stable-diffusion,43933,0.56,5,0,0,Jupyter Notebook,0.21
206,binhnguyennus/awesome-scalability,43862,5.17,29,0,0,Unkutcnown,0
207,deepfakes/faceswap,43816,5.2,345,3,0,Python,0.98
208,ziishaned/learn-regex,43658,5.61,124,0,0,Unkutcnown,0.42
209,square/okhttp,43613,10.6,3075,0,0,Kotlin,0.96
210,Eugeny/tabby,43547,6.18,1344,168,0,TypeScript,0.69
211,meteor/meteor,43315,11.11,1813,0,0,JavaScript,0.98
212,tldr-pages/tldr,43271,9.23,7785,2,0,Markdown,0.85
213,DefinitelyTyped/DefinitelyTyped,42992,10.4,45906,1,0,TypeScript,0.91
214,cypress-io/cypress,42745,7.99,5044,299,0,JavaScript,0.78
215,etcd-io/etcd,42726,9.65,7405,220,0,Go,0.98
216,aymericdamien/TensorFlow-Examples,42597,7.3,88,0,0,Jupyter Notebook,0.3
217,TryGhost/Ghost,42550,9.82,7560,633,0,JavaScript,1.0
218,facebook/docusaurus,42540,5.69,4592,125,0,TypeScript,0.91
219,algorithm-visualizer/algorithm-visualizer,42366,6.8,182,0,0,JavaScript,0.72
220,iamkun/dayjs,42336,4.89,640,113,0,JavaScript,0.58
221,android/architecture-samples,42313,7.07,202,0,0,Kotlin,0.66
222,excalidraw/excalidraw,42306,3.16,2867,8,0,TypeScript,0.65
223,Textualize/rich,42242,3.3,672,147,0,Python,0.92
224,ColorlibHQ/AdminLTE,42184,9.18,1169,72,0,JavaScript,0.98
225,vsouza/awesome-ios,42096,8.64,2191,0,0,Swift,1.0
226,AUTOMATIC1111/stable-diffusion-webui,42073,0.52,851,1,0,Python,0.64
227,parcel-bundler/parcel,42054,5.56,2094,25,0,JavaScript,0.86
228,ryanoasis/nerd-fonts,41980,8.24,280,29,0,CSS,0.9
229,babel/babel,41973,8.42,5131,338,0,TypeScript,0.93
230,traefik/traefik,41826,7.46,3718,387,0,Go,0.89
231,JuliaLang/julia,41745,11.86,20613,135,0,Julia,0.84
232,gogs/gogs,41697,9.05,1553,78,0,Go,0.84
233,v2ray/v2ray-core,41673,7.49,203,247,0,Go,0.99
234,astaxie/build-web-application-with-golang,41647,10.58,758,0,0,Go,0.61
235,mozilla/pdf.js,41547,11.85,6189,49,0,JavaScript,0.96
236,facebook/jest,41527,9.22,5099,189,0,TypeScript,0.89
237,yt-dlp/yt-dlp,41496,2.34,1288,67,0,Python,0.81
238,pi-hole/pi-hole,41457,8.73,1599,95,0,Shell,0.99
239,karan/Projects,41404,9.66,19,0,0,Unkutcnown,0.45
240,ethereum/go-ethereum,41379,9.18,6041,168,0,Go,0.97
241,square/retrofit,41210,12.48,798,0,0,Java,0.94
242,yarnpkg/yarn,41077,7.11,1652,150,0,JavaScript,0.72
243,Alvin9999/new-pac,40981,6.94,0,0,0,Unkutcnown,0.75
244,k88hudson/git-flight-rules,40862,8.61,216,0,0,Unkutcnown,0.78
245,bregman-arie/devops-exercises,40583,3.41,216,0,0,Python,0.82
246,mastodon/mastodon,40534,7.02,11153,186,0,Ruby,0.6
247,vercel/hyper,40396,6.66,2692,86,0,TypeScript,0.77
248,justjavac/awesome-wechat-weapp,40216,6.44,271,0,0,Unkutcnown,0
249,x64dbg/x64dbg,39962,7.89,594,3,0,C++,0.77
250,sharkdp/bat,39906,4.86,1090,38,0,Rust,0.86
251,tiimgreen/github-cheat-sheet,39895,8.88,129,0,0,Unkutcnown,0.78
252,Avik-Jain/100-Days-Of-ML-Code,39834,4.65,6,0,0,Unkutcnown,0
253,FiloSottile/mkcert,39830,4.68,52,14,0,Go,0.73
254,bailicangdu/vue2-elm,39754,6.18,20,0,0,Vue,0.82
255,typescript-cheatsheets/react,39745,4.74,317,0,0,JavaScript,0.99
256,CorentinJ/Real-Time-Voice-Cloning,39677,3.76,48,0,0,Python,0.91
257,oven-sh/bun,39548,1.88,618,69,0,Zig,0.63
258,nwjs/nw.js,39463,11.15,570,0,0,JavaScript,0.88
259,sherlock-project/sherlock,39379,4.18,504,0,0,Python,0.95
260,d2l-ai/d2l-zh,39181,5.52,1016,16,0,Python,0
261,pixijs/pixijs,39064,10.11,2677,191,0,TypeScript,0.98
262,Alamofire/Alamofire,39011,8.58,572,93,0,Swift,0.99
263,chinese-poetry/chinese-poetry,38876,6.49,125,1,0,JavaScript,0.48
264,commaai/openpilot,38868,6.26,6226,49,0,Python,0.9
265,rustdesk/rustdesk,38806,2.42,1022,8,0,Rust,0.79
266,Dogfalo/materialize,38792,8.47,449,41,0,JavaScript,0.88
267,Unitech/pm2,38637,9.78,537,119,0,JavaScript,0.85
268,marktext/marktext,38626,5.3,930,36,0,JavaScript,0.62
269,apache/dubbo,38472,10.7,3923,74,0,Java,0.89
270,kamranahmedse/design-patterns-for-humans,38471,6.03,48,0,0,Unkutcnown,0.87
271,styled-components/styled-components,38312,6.54,872,131,0,TypeScript,0.94
272,ngosang/trackerslist,38297,6.85,1,0,0,Unkutcnown,0.99
273,2dust/v2rayN,38226,3.59,80,145,0,C#,0.98
274,golang-standards/project-layout,38103,5.47,57,0,0,Makefile,0.29
275,jgraph/drawio-desktop,38072,5.77,17,104,0,Shell,0.83
276,minio/minio,37793,8.13,7964,388,0,Go,1.0
277,huginn/huginn,37753,9.97,939,1,0,Ruby,0.71
278,dcloudio/uni-app,37747,4.64,208,0,0,JavaScript,0.74
279,jakevdp/PythonDataScienceHandbook,37637,6.55,28,0,0,Jupyter Notebook,0.43
280,iperov/DeepFaceLab,37627,4.74,32,2,0,Python,0.6
281,NationalSecurityAgency/ghidra,37579,4.0,346,26,0,Java,0.67
282,dypsilon/frontend-dev-bookmarks,37539,9.69,129,1,0,Unkutcnown,0.82
283,discourse/discourse,37436,10.13,17529,0,0,Ruby,0
284,PowerShell/PowerShell,37339,7.13,6070,136,0,C#,0.69
285,rclone/rclone,37289,8.96,1445,90,0,Go,0.83
286,Dreamacro/clash,37209,4.72,254,49,0,Go,0.96
287,isocpp/CppCoreGuidelines,37181,7.53,759,4,0,Python,0.81
288,grpc/grpc,37159,8.23,17418,239,0,C++,0.94
289,impress/impress.js,37124,11.17,115,15,0,JavaScript,0.89
290,pandas-dev/pandas,37022,12.52,21525,93,0,Python,0.85
291,Leaflet/Leaflet,36953,12.44,2762,30,0,JavaScript,0.93
292,yangshun/front-end-interview-handbook,36803,5.13,220,0,0,JavaScript,0.85
293,faif/python-patterns,36703,10.73,262,0,0,Python,0.89
294,GitSquared/edex-ui,36693,6.09,399,29,0,JavaScript,0.99
295,fastlane/fastlane,36653,8.24,5975,530,0,Ruby,0.98
296,vuetifyjs/vuetify,36574,6.47,3263,462,0,TypeScript,0.9
297,FreeCodeCampChina/freecodecamp.cn,36498,6.41,55,0,0,CSS,0.76
298,google/zx,36368,1.82,104,55,0,JavaScript,0.92
299,hashicorp/terraform,36322,8.97,10519,238,0,Go,0.92
300,BurntSushi/ripgrep,36321,6.97,451,66,0,Rust,0.9
301,hexojs/hexo,36261,10.43,833,107,0,JavaScript,0.98
302,alex/what-happens-when,36197,9.31,108,0,0,Unkutcnown,0.21
303,PhilJay/MPAndroidChart,36180,8.85,190,44,0,Java,0.59
304,youngyangyang04/leetcode-master,35992,3.21,1600,0,0,Shell,0.32
305,agalwood/Motrix,35922,4.2,144,14,0,JavaScript,0.45
306,wagoodman/dive,35878,4.8,115,24,0,Go,0.54
307,streamich/react-use,35857,4.34,1494,249,0,TypeScript,0.42
308,ultralytics/yolov5,35749,2.78,1893,10,0,Python,0.97
309,vuejs/core,35684,4.72,1880,137,0,TypeScript,0.85
310,akullpp/awesome-java,35581,8.64,646,0,0,Unkutcnown,1.0
311,nektos/act,35507,4.16,626,52,0,Go,0.9
312,poteto/hiring-without-whiteboards,35342,5.96,1158,0,0,JavaScript,0
313,Homebrew/brew,35178,6.98,8885,291,0,Ruby,0.99
314,apache/spark,35107,9.01,5,0,0,Scala,0
315,videojs/video.js,35099,12.8,1583,280,0,JavaScript,0.92
316,php/php-src,35071,11.71,1520,0,0,C,0.72
317,slatedocs/slate,34991,9.46,291,28,0,SCSS,0.92
318,rust-lang/rustlings,34964,7.46,618,34,0,Rust,0.81
319,go-gitea/gitea,34951,6.33,11118,161,0,Go,0.81
320,RocketChat/Rocket.Chat,34898,7.78,9742,738,0,TypeScript,0.8
321,floodsung/Deep-Learning-Papers-Reading-Roadmap,34821,6.38,28,0,0,Python,0.08
322,chubin/cheat.sh,34786,5.82,122,0,0,Python,0.55
323,brillout/awesome-react-components,34776,6.68,293,0,0,Unkutcnown,1.0
324,evanw/esbuild,34729,6.71,207,233,0,Go,0.9
325,quilljs/quill,34721,10.58,236,82,0,JavaScript,0.61
326,laurent22/joplin,34721,6.12,1928,275,0,TypeScript,0.95
327,apachecn/ailearning,34715,6.01,475,2,0,Python,0.97
328,romkatv/powerlevel10k,34674,4.01,126,30,0,Shell,0.99
329,nocodb/nocodb,34653,5.34,1666,90,0,TypeScript,0.82
330,gorhill/uBlock,34646,7.92,210,267,0,JavaScript,1.0
331,nodejs/node-v0.x-archive,34587,13.76,218,0,0,Unkutcnown,0.92
332,0voice/interview_internal_reference,34519,3.72,35,0,0,Python,0.4
333,kelseyhightower/kubernetes-the-hard-way,34494,6.65,69,0,0,Unkutcnown,0.78
334,alvarotrigo/fullPage.js,34425,9.44,295,86,0,JavaScript,0.96
335,FFmpeg/FFmpeg,34362,11.88,16,0,0,C,0
336,f/awesome-chatgpt-prompts,34324,0.24,91,0,0,HTML,0.21
337,serhii-londar/open-source-mac-os-apps,34317,5.32,514,0,0,Unkutcnown,0.78
338,lerna/lerna,34296,7.24,787,207,0,TypeScript,0.87
339,nolimits4web/swiper,34251,10.96,526,36,0,JavaScript,0.97
340,Kong/kong,34176,8.28,3945,128,0,Lua,0.95
341,meilisearch/meilisearch,34134,4.85,1250,129,0,Rust,0.93
342,google/styleguide,34068,7.78,148,0,0,HTML,0.38
343,sahat/hackathon-starter,34035,9.3,310,14,0,JavaScript,0.99
344,preactjs/preact,33968,7.47,1437,180,0,JavaScript,0.91
345,wg/wrk,33948,10.95,0,0,0,C,0.68
346,iamadamdev/bypass-paywalls-chrome,33861,4.9,131,33,0,JavaScript,1.0
347,nlohmann/json,33836,9.66,660,43,0,C++,0.98
348,Asabeneh/30-Days-Of-JavaScript,33794,3.19,96,0,0,JavaScript,0.44
349,ant-design/ant-design-pro,33773,5.51,925,26,0,TypeScript,0.98
350,dkhamsing/open-source-ios-apps,33743,8.09,732,37,0,Unkutcnown,1.0
351,koajs/koa,33687,9.61,466,0,0,JavaScript,0.96
352,photonstorm/phaser,33686,9.88,1562,134,0,JavaScript,0.98
353,jeecgboot/jeecg-boot,33637,4.26,14,24,0,Java,0.98
354,airbnb/lottie-android,33634,6.4,592,44,0,Java,0.99
355,react-hook-form/react-hook-form,33514,3.99,1771,508,0,TypeScript,1.0
356,pingcap/tidb,33501,7.48,22269,164,0,Go,0.79
357,adobe/brackets,33480,11.23,4333,69,0,JavaScript,0.73
358,eugenp/tutorials,33479,9.84,9318,0,0,Java,0.97
359,skylot/jadx,33475,9.95,368,27,0,Java,0.79
360,open-guides/og-aws,33413,6.63,498,0,0,Shell,0.39
361,shadowsocks/shadowsocks-android,33412,10.2,245,184,0,Kotlin,0.99
362,exacity/deeplearningbook-chinese,33403,6.23,16,7,0,TeX,0.69
363,getsentry/sentry,33393,12.5,34301,99,0,Python,0.89
364,bumptech/glide,33381,9.65,439,43,0,Java,0.91
365,AFNetworking/AFNetworking,33351,11.75,710,40,0,Objective-C,0
366,jgraph/drawio,33347,6.48,32,724,0,JavaScript,0.87
367,shadowsocks/shadowsocks,33298,10.86,70,2,0,Python,0
368,google-research/bert,33295,4.35,32,0,0,Python,0.31
369,TanStack/query,33275,3.47,1255,483,0,TypeScript,0.97
370,AobingJava/JavaFamily,33149,3.3,2,0,0,Unkutcnown,0.98
371,BVLC/caffe,33148,9.46,1087,14,0,C++,0.81
372,tabler/tabler,33083,5.08,366,39,0,HTML,0.9
373,microsoft/monaco-editor,33076,6.73,291,0,0,JavaScript,0.81
374,jesseduffield/lazygit,33043,4.79,904,138,0,Go,0.68
375,dylanaraps/pure-bash-bible,33032,4.71,28,0,0,Shell,0.46
376,nativefier/nativefier,32991,7.66,253,94,0,TypeScript,0.82
377,zenorocha/clipboard.js,32975,7.45,117,42,0,JavaScript,0.99
378,starship/starship,32900,3.91,2248,117,0,Rust,0.77
379,rust-unofficial/awesome-rust,32875,8.62,1137,0,0,Rust,0.91
380,topjohnwu/Magisk,32839,6.48,1158,126,0,C++,1.0
381,gulpjs/gulp,32713,9.66,396,22,0,JavaScript,0.99
382,GokuMohandas/Made-With-ML,32619,4.32,140,0,0,Jupyter Notebook,1.0
383,LeCoupa/awesome-cheatsheets,32613,5.31,157,0,0,JavaScript,0.64
384,iina/iina,32609,6.2,467,40,0,Swift,0.56
385,jondot/awesome-react-native,32548,7.93,912,0,0,JavaScript,0.53
386,istio/istio,32503,6.28,20625,286,0,Go,0.97
387,immutable-js/immutable-js,32491,8.66,459,66,0,TypeScript,0.92
388,satwikkansal/wtfpython,32393,5.51,94,2,0,Python,0.67
389,NervJS/taro,32374,4.9,2503,142,0,TypeScript,0.9
390,SheetJS/sheetjs,32318,10.24,106,0,0,JavaScript,0.95
391,unknwon/the-way-to-go_ZH_CN,32202,9.94,592,0,0,Go,0
392,vlang/v,32198,4.06,8236,141,0,V,0.88
393,AppFlowy-IO/AppFlowy,32176,1.71,948,25,0,Dart,0.5
394,formulahendry/955.WLB,32154,3.93,18,0,0,Unkutcnown,0.3
395,google/material-design-lite,32143,8.13,655,14,0,HTML,0.83
396,geekxh/hello-algorithm,32073,2.75,25,0,0,Java,0.82
397,firstcontributions/first-contributions,32007,6.44,53642,0,0,Unkutcnown,0.95
398,jaredpalmer/formik,31992,5.71,746,170,0,TypeScript,0.7
399,google/leveldb,31979,8.51,58,21,0,C++,0.74
400,carbon-app/carbon,31970,5.71,643,215,0,JavaScript,0.95
401,xitu/gold-miner,31961,7.32,3525,0,0,Unkutcnown,1.0
402,Blankj/AndroidUtilCode,31908,6.58,87,117,0,Java,0.84
403,alibaba/arthas,31827,4.5,434,47,0,Java,0.86
404,gto76/python-cheatsheet,31782,5.1,13,0,0,Python,0.87
405,XX-net/XX-Net,31718,8.12,360,359,0,Python,0.4
406,go-gorm/gorm,31584,9.35,602,2,0,Go,0.96
407,metabase/metabase,31570,8.07,13876,328,0,Clojure,0.8
408,koalaman/shellcheck,31549,10.28,257,28,0,Haskell,0.64
409,cli/cli,31514,3.41,1651,101,0,Go,0.88
410,psf/black,31493,4.96,1102,26,0,Python,0.84
411,chakra-ui/chakra-ui,31420,3.54,2110,1000,0,TypeScript,0.96
412,QSCTech/zju-icicles,31280,6.67,182,0,0,HTML,0.85
413,Trinea/android-open-project,31177,9.15,202,0,0,Unkutcnown,0.87
414,bilibili/ijkplayer,31158,9.74,35,0,0,C,0.48
415,shadowsocks/ShadowsocksX-NG,31087,6.72,61,27,0,Swift,0.79
416,blueimp/jQuery-File-Upload,31053,12.25,119,0,0,PHP,0.99
417,dotnet/aspnetcore,31036,8.97,12755,174,0,C#,0.91
418,date-fns/date-fns,31029,8.4,1023,105,0,TypeScript,0.75
419,testerSunshine/12306,30933,5.79,31,1,0,Python,0.68
420,freeCodeCamp/devdocs,30911,9.35,528,0,0,Ruby,0.88
421,spf13/cobra,30890,9.49,522,19,0,Go,0.89
422,type-challenges/type-challenges,30830,2.6,452,0,0,TypeScript,0.09
423,pyenv/pyenv,30804,10.5,756,70,0,Roff,0.99
424,netty/netty,30769,12.31,3049,0,0,Java,0.92
425,dbeaver/dbeaver,30754,7.36,3271,170,0,Java,0.88
426,zxing/zxing,30724,11.38,209,29,0,Java,0.99
427,junegunn/vim-plug,30642,9.47,165,5,0,Vim Script,0.89
428,typeorm/typeorm,30523,7.0,1795,24,0,TypeScript,0.75
429,acmesh-official/acme.sh,30492,7.18,1207,39,0,Shell,0.69
430,denysdovhan/wtfjs,30338,5.63,124,25,0,JavaScript,0.91
431,louislam/uptime-kuma,30256,1.66,679,77,0,JavaScript,0.61
432,mitmproxy/mitmproxy,30245,13.03,2029,48,0,Python,0.92
433,sorrycc/awesome-javascript,30235,8.67,362,0,0,Unkutcnown,0.98
434,openai/gym,30183,6.84,999,19,0,Python,0.98
435,fxsjy/jieba,30022,10.42,96,9,0,Python,0.26
436,bayandin/awesome-awesomeness,29887,8.65,197,0,0,Ruby,0.82
437,ruanyf/weekly,29829,4.38,60,0,0,Unkutcnown,0.2
438,carbon-language/carbon-lang,29787,2.84,1582,0,0,C++,0.72
439,vim/vim,29681,7.53,3,0,0,Vim Script,0.82
440,certbot/certbot,29677,8.3,3606,40,0,Python,0.91
441,rapid7/metasploit-framework,29606,11.5,9774,0,0,Ruby,0.91
442,vuejs/vue-cli,29578,7.18,1258,177,0,JavaScript,0.84
443,joshbuchea/HEAD,29573,6.86,86,0,0,Unkutcnown,0.8
444,appwrite/appwrite,29562,3.9,1818,55,0,TypeScript,0.77
445,naptha/tesseract.js,29552,7.69,111,38,0,JavaScript,0.96
446,prisma/prisma,29457,3.7,3726,152,0,TypeScript,0.68
447,beego/beego,29453,11.0,1164,20,0,Go,1.0
448,foundation/foundation-sites,29421,11.38,2950,76,1,HTML,1.0
449,aria2/aria2,29419,12.26,206,23,0,C++,0.45
450,atlassian/react-beautiful-dnd,29370,5.56,524,68,0,JavaScript,0.67
451,apache/airflow,29322,7.88,14900,60,0,Python,0.9
452,hasura/graphql-engine,29319,4.7,2109,182,0,TypeScript,0.65
453,CSSEGISandData/COVID-19,29295,3.07,2135,0,0,Unkutcnown,0.55
454,halfrost/LeetCode-Go,29195,5.62,170,4,0,Go,0.8
455,ariya/phantomjs,29194,12.18,562,0,0,C++,1.0
456,sickcodes/Docker-OSX,29189,2.74,97,0,0,Shell,0.49
457,markedjs/marked,29161,11.6,975,89,0,JavaScript,0.97
458,bannedbook/fanqiang,29132,8.13,3,2,0,Kotlin,0.59
459,google/googletest,29119,7.59,750,6,0,C++,0.89
460,lukehoban/es6features,29116,8.99,41,0,0,Unkutcnown,0.63
461,codepath/android_guides,28052,9.7,10,0,0,Unkutcnown,0.58
462,jashkenas/backbone,27987,12.42,859,0,0,JavaScript,0.98
463,vuejs/vuex,27969,7.62,654,51,0,JavaScript,0.93
464,pmndrs/zustand,27953,3.89,442,66,0,TypeScript,0.98
465,mingrammer/diagrams,27934,3.07,237,39,0,Python,0.43
466,tmux/tmux,27874,7.74,1,34,0,C,0.99
467,kenwheeler/slick,27866,8.94,236,48,0,JavaScript,0.67
468,0xAX/linux-insides,27843,8.16,571,0,0,Python,0.86
469,caolan/async,27827,12.75,478,7,0,JavaScript,0.99
470,Light-City/CPlusPlusThings,27809,3.63,56,0,0,C++,0.99
471,niklasvh/html2canvas,27787,11.63,186,45,0,TypeScript,0.67
472,sudheerj/reactjs-interview-questions,27779,4.75,115,0,0,JavaScript,0.95
473,goabstract/Awesome-Design-Tools,27773,4.05,283,0,0,JavaScript,0.78
474,huihut/interview,27752,5.05,33,0,0,C++,0.77
475,withastro/astro,27736,1.96,3383,981,0,TypeScript,0.96
476,PKUanonym/REKCARC-TSC-UHT,27721,3.9,116,0,0,HTML,0.96
477,google-research/google-research,27581,4.41,29,0,0,Jupyter Notebook,0.28
478,webtorrent/webtorrent,27565,9.37,658,103,0,JavaScript,0.95
479,sequelize/sequelize,27545,12.61,3802,440,0,JavaScript,0.92
480,kodecocodes/swift-algorithm-club,27455,7.09,608,0,0,Swift,0.86
481,ziadoz/awesome-php,28280,9.26,386,0,0,Unkutcnown,0.99
482,square/leakcanary,28254,7.84,842,31,0,Kotlin,0.95
483,IanLunn/Hover,28197,9.16,23,10,0,SCSS,0.8
484,hankcs/HanLP,28193,8.39,73,57,0,Python,0.99
485,shengxinjing/programmer-job-blacklist,28146,6.68,16,0,0,Shell,0.55
486,airbnb/lottie-web,28133,8.02,119,0,0,JavaScript,0.77
487,tastejs/todomvc,28128,11.74,719,5,0,JavaScript,0.82
488,aosabook/500lines,28121,9.32,175,0,0,JavaScript,0.57
489,jgm/pandoc,28078,12.95,1415,115,0,Haskell,0.87
490,symfony/symfony,28057,13.15,19686,422,0,PHP,0.97
491,codepath/android_guides,28052,9.7,10,0,0,Unkutcnown,0.58
492,jashkenas/backbone,27987,12.42,859,0,0,JavaScript,0.98
493,vuejs/vuex,27969,7.62,654,51,0,JavaScript,0.93
494,standard/standard,27958,8.09,402,4,0,JavaScript,0.93
495,pmndrs/zustand,27953,3.89,442,66,0,TypeScript,0.98
496,mingrammer/diagrams,27934,3.07,237,39,0,Python,0.43
497,tmux/tmux,27874,7.74,1,34,0,C,0.99
498,kenwheeler/slick,27866,8.94,236,48,0,JavaScript,0.67
499,0xAX/linux-insides,27843,8.16,571,0,0,Python,0.86
500,caolan/async,27827,12.75,478,7,0,JavaScript,0.99
501,Light-City/CPlusPlusThings,27809,3.63,56,0,0,C++,0.99
502,apolloconfig/apollo,27792,6.99,1291,38,0,Java,0.96
503,niklasvh/html2canvas,27787,11.63,186,45,0,TypeScript,0.67
504,sudheerj/reactjs-interview-questions,27779,4.75,115,0,0,JavaScript,0.95
505,goabstract/Awesome-Design-Tools,27773,4.05,283,0,0,JavaScript,0.78
506,huihut/interview,27752,5.05,33,0,0,C++,0.77
507,withastro/astro,27736,1.96,3383,981,0,TypeScript,0.96
508,PKUanonym/REKCARC-TSC-UHT,27721,3.9,116,0,0,HTML,0.96
509,google-research/google-research,27581,4.41,29,0,0,Jupyter Notebook,0.28
510,webtorrent/webtorrent,27565,9.37,658,103,0,JavaScript,0.95
511,sequelize/sequelize,27545,12.61,3802,440,0,JavaScript,0.92
512,kodecocodes/swift-algorithm-club,27455,7.09,608,0,0,Swift,0.86
513,composer/composer,27405,11.73,2616,177,0,PHP,0.98
514,ccxt/ccxt,27397,5.8,7412,0,0,JavaScript,0.92
515,ClickHouse/ClickHouse,27307,6.74,26822,438,0,C++,0.82
516,postcss/postcss,27243,9.43,698,233,0,TypeScript,0.98
517,geekcomputers/Python,27191,11.25,1192,0,0,Python,0.35
518,Homebrew/legacy-homebrew,27165,13.78,222,0,0,Unkutcnown,1.0
519,herrbischoff/awesome-macos-command-line,27136,7.44,104,0,0,Unkutcnown,0
520,Binaryify/NeteaseCloudMusicApi,27120,6.69,260,170,0,JavaScript,0.92
521,fengdu78/Coursera-ML-AndrewNg-Notes,27066,5.32,13,0,0,HTML,0.24
522,hashicorp/vault,27062,8.01,11930,84,0,Go,0.84
523,donnemartin/interactive-coding-challenges,26964,7.84,176,0,0,Python,0.48
524,crossoverJie/JCSprout,26934,5.2,69,0,0,Java,0.66
525,trailofbits/algo,26907,6.79,503,2,0,Jinja,0.92
526,VincentGarreau/particles.js,26884,8.48,21,6,0,JavaScript,0.26
527,TencentARC/GFPGAN,26880,1.95,14,8,0,Python,0.35
528,jashkenas/underscore,26879,13.35,741,0,0,JavaScript,0.98
529,alibaba/easyexcel,26870,5.06,137,5,0,Java,0.93
530,layui/layui,26862,7.44,172,73,0,JavaScript,1.0
531,Kong/insomnia,26848,6.85,1892,310,0,JavaScript,0.85
532,pcottle/learnGitBranching,26811,10.55,518,0,0,JavaScript,0.96
533,babysor/MockingBird,26776,1.56,63,1,0,Python,0.5
534,microsoft/calculator,26741,4.09,786,0,0,C++,0.7
535,alebcay/awesome-shell,26720,8.65,298,0,0,Unkutcnown,0.39
536,fzaninotto/Faker,26705,11.38,824,12,0,PHP,0.87
537,Tencent/weui,26698,8.2,189,39,0,HTML,0.93
538,cockroachdb/cockroach,26683,9.07,42922,0,0,Go,0.89
539,Advanced-Frontend/Daily-Interview-Question,26639,4.11,15,0,0,JavaScript,0.54
540,ZuzooVn/machine-learning-for-software-engineers,26621,6.39,58,0,0,Unkutcnown,0.36
541,httpie/httpie,26612,11.01,381,44,0,Python,0.84
542,houshanren/hangzhou_house_knowledge,26594,5.01,6,0,1,CSS,0
543,alibaba/druid,26581,11.32,998,48,0,Java,0.37
544,massgravel/Microsoft-Activation-Scripts,26576,3.13,0,6,0,Batchfile,0.99
545,fastify/fastify,26557,6.42,2254,249,0,JavaScript,0.97
546,sharkdp/fd,26553,5.81,427,35,0,Rust,0.91
547,yewstack/yew,26542,5.2,1482,33,0,Rust,0.92
548,transloadit/uppy,26526,7.29,2140,50,0,JavaScript,0.95
549,ianstormtaylor/slate,26525,6.7,1692,126,0,TypeScript,0.82
550,harness/drone,26516,9.06,975,25,0,Go,0.97
551,danielgindi/Charts,26500,7.95,402,36,0,Swift,0.8
552,PKUFlyingPig/cs-self-learning,26476,1.36,167,2,0,HTML,0.55
553,bradtraversy/50projects50days,26428,2.29,39,0,0,CSS,0
554,SortableJS/Sortable,26414,9.2,242,24,0,JavaScript,0.76
555,files-community/Files,26405,4.15,3455,83,0,C#,0.95
556,swc-project/swc,26384,5.19,3658,236,0,Rust,0.87
557,coreybutler/nvm-windows,26297,8.44,73,18,0,Go,0.9
558,mobxjs/mobx,26226,7.96,1031,82,0,TypeScript,0.99
559,sqlmapproject/sqlmap,26225,10.68,147,8,0,Python,0.99
560,CMU-Perceptual-Computing-Lab/openpose,26138,5.85,164,15,0,C++,0.89
561,halo-dev/halo,26131,4.94,984,109,0,Java,0.88
562,nvie/gitflow,26121,13.11,36,0,0,Shell,0.35
563,hashicorp/consul,26119,9.32,9522,130,0,Go,0.8
564,solidjs/solid,26118,4.85,288,32,0,TypeScript,0.96
565,GoogleChrome/lighthouse,26116,6.98,4678,96,0,JavaScript,0.94
566,byoungd/English-level-up-tips,26109,5.75,23,0,0,Unkutcnown,0.77
